probe,fc_CD_ileum,fc_UC_colon,fc_CD_colon
8022872,-0.3091,-0.0981,0.0046
8022882,-0.1725,-0.2508,-0.2687
8022892,-0.0128,-0.194,-0.1577
8022902,-0.1253,-0.0646,-0.1384
8022912,-0.0598,0.0461,0.0265
8022914,0.0171,-0.0185,-0.1035
8022927,0.3489,0.6719,0.5303
8022941,0.1318,0.168,-0.0247
8022952,-0.0207,-0.0131,-0.0068
8022970,-0.0378,0.0114,-0.0891
8022972,0.1003,0.0158,-0.0355
8022974,0.0854,-0.0816,-0.0646
8022976,-0.1116,-0.1007,-0.1768
8022986,-0.1447,-0.1582,-0.1581
8022994,-0.055,-0.0588,-0.135
8022996,0.0978,0.0615,0.0978
8023043,0.6013,0.1753,0.5346
8023059,0.1351,0.0469,0.0593
8023061,-0.1281,0.4461,0.505
8023063,0.1616,-0.1583,-0.0833
8023078,-0.0056,-0.0974,-0.2138
8023080,-0.1127,-0.0488,-0.0079
8023121,-0.1322,-0.1545,-0.0801
8023133,0.0426,0.0471,0.0199
8023152,-0.0291,-0.036,0.01
8023154,-0.0311,-0.0404,0.013
8023156,-0.033,-0.0448,0.011
8023159,0.0528,-0.1467,-0.1548
8023165,-0.0871,-0.5069,-0.6318
8023175,0.027,0.0553,0.0275
8023184,-0.011,-0.0911,-0.0672
8023187,-0.072,-0.0389,-0.1194
8023189,-0.2021,-0.1016,-0.0103
8023191,0.0093,-0.2602,-0.4176
8023195,0.0081,-0.0161,-0.085
8023212,0.1191,-0.7067,-0.3931
8023216,-0.1252,0.0391,0.0215
8023218,-0.1327,0.1292,0.1217
8023220,-0.7105,-0.4036,-0.3638
8023228,-0.1331,-0.04,-0.1425
8023246,-0.144,-0.1724,-0.1462
8023252,-0.018,0.1664,0.085
8023259,-0.4248,-0.0009,-0.1632
8023261,-0.0766,-0.9377,-0.6762
8023267,-0.2523,-0.5072,-0.4081
8023308,-0.1051,-0.1575,-0.2285
8023310,-0.1672,-0.1917,-0.3394
8023312,-0.0607,-0.1887,-0.2376
8023314,-0.0805,-0.0663,-0.0563
8023323,-0.1097,0.1165,0.1614
8023344,-0.1323,-0.0198,0.07
8023361,-0.6583,-0.0818,-0.1669
8023373,-0.0832,-0.0567,-0.0612
8023375,-0.0238,-0.0191,-0.0635
8023377,-0.0892,0.2761,0.1975
8023380,-0.0209,0.0696,-0.0642
8023382,0.0395,-0.078,-0.0843
8023392,0.2464,0.4361,0.512
8023394,-0.0522,-0.0571,-0.1104
8023401,-0.0852,-0.6995,-0.3703
8023415,0.1309,1.3866,1.236
8023437,0.0103,-0.0429,-0.077
8023448,-0.0624,0.08,0.0743
8023450,0.1179,-0.0671,-0.1036
8023462,-0.0126,-0.0081,-0.0896
8023466,0.0941,-0.0784,-0.1466
8023481,0.1394,-0.2914,-0.1927
8023497,0.1797,-0.6638,-0.2824
8023526,-0.0328,-0.0617,-0.0622
8023528,-0.1636,0.518,0.4887
8023545,0.0244,-0.0934,-0.1105
8023547,0.0463,-0.0146,0.034
8023549,-0.0268,0.0392,0.107
8023554,-0.0794,-0.0551,-0.1241
8023561,0.3323,0.7401,0.6653
8023575,0.1478,0.022,0.2637
8023591,0.0073,-0.0093,-0.1024
8023593,-0.1204,0.0164,-0.1124
8023596,-0.0277,-0.1226,-0.2165
8023598,-1.0627,-1.4504,-1.1527
8023605,0.1133,-0.1828,-0.1467
8023640,-0.0443,-0.0362,-0.0444
8023642,0.0083,0.001,-0.0697
8023644,0.0313,0.0054,-0.0477
8023646,-0.1705,-0.2454,-0.2868
8023656,-0.2315,0.1558,-0.0173
8023672,-0.0112,-0.3498,-0.1993
8023688,0.1266,1.9512,0.4162
8023696,0.2809,2.895,0.8195
8023703,-0.0293,-0.0453,-0.0551
8023708,-0.1133,0.083,0.0737
8023710,0.0834,0.2931,0.019
8023727,0.2134,0.3685,0.5689
8023735,-0.0425,0.1628,0.1386
8023755,0.0809,-0.0384,-0.0715
8023757,0.2512,0.7968,0.7626
8023766,0.0062,0.0826,0.0077
8023816,-0.0195,-0.1716,-0.2143
8023822,-0.0447,-0.0481,-0.2255
8023828,-0.0813,0.0303,-0.1001
8023843,-0.0197,0.036,-0.0285
8023855,-0.3668,-0.213,0.0663
8023862,-0.2372,-0.1046,-0.1639
8023864,-0.0397,-0.1719,-0.1553
8023868,-0.1064,-0.1629,-0.1358
8023871,-0.2573,-0.6912,-0.6369
8023876,-0.0571,0.0115,-0.0897
8023882,-0.1017,0.1061,0.1991
8023889,-0.1763,-0.0875,-0.1754
8023906,-0.0309,-0.0924,-0.0733
8023908,-0.0059,0.0163,0.0156
8023910,0.0743,-0.0842,-0.1029
8023914,-0.0213,-0.2438,-0.252
8023920,0.2122,-0.0869,-0.0861
8023926,0.1381,0.1643,0.0246
8023933,0.2432,-0.2829,-0.2277
8023935,-0.0173,0.0234,0.1102
8023937,0.0296,-0.0239,-0.0195
8023939,-0.0044,0.0935,0.1126
8023941,0.1983,0.3717,0.3162
8023948,-0.0805,-0.0755,-0.0453
8023955,0.0325,-0.7594,-0.5246
8023968,-0.102,-0.0901,-0.1214
8023977,-0.1083,0.0691,0.0721
8023984,-0.1386,-0.0706,-0.0469
8023990,0.0303,-0.0648,-0.0878
8023995,0.0986,0.3732,0.3681
8024001,0.0018,-0.1725,-0.2533
8024003,-0.1204,-0.0666,-0.0691
8024013,-0.5019,-0.2318,-0.0166
8024019,0.0459,0.1076,0.0471
8024038,-0.0038,-0.006,-0.0453
8024048,-0.0939,-0.0213,-0.0379
8024056,-0.0047,0.0341,0.0301
8024062,-0.0308,-0.1921,-0.2141
8024070,-0.1302,-0.0312,-0.0356
8024078,-0.2602,0.1255,0.0717
8024089,0.0373,0.135,0.0987
8024100,-0.0824,-0.0767,-0.0838
8024111,0.4455,0.9855,0.8724
8024120,0.1179,0.1525,0.2724
8024170,-0.1045,0.215,0.1984
8024194,-0.855,-0.3939,-0.2715
8024204,-0.0745,-0.1206,-0.0981
8024219,-0.0671,-0.1648,-0.0367
8024228,-0.1087,0.3973,0.4229
8024238,-0.108,-0.006,0.1032
8024246,-0.0943,0.13,0.1205
8024250,0.1492,0.1963,0.247
8024255,-0.0567,-0.1478,-0.0993
8024273,-0.032,-0.168,-0.0304
8024282,0.1053,-0.0338,-0.0084
8024299,-0.1345,0.1526,0.0951
8024304,0.0742,0.1042,0.1588
8024306,-0.1142,-0.1039,-0.1166
8024323,-1.1392,0.0192,-0.1045
8024331,-0.1111,-0.0125,-0.0587
8024347,0.0796,0.026,0.1195
8024356,0.0447,-0.1562,-0.0349
8024358,0.082,0.1108,0.0959
8024373,-0.036,-0.084,-0.1333
8024391,-0.0811,0.0631,0.088
8024420,-0.1218,0.0454,0.0356
8024429,-0.0706,0.0306,-0.0137
8024436,-0.2027,-0.2055,-0.2402
8024444,-0.0857,0.0129,0.0207
8024446,-0.2131,-0.3013,-0.083
8024467,0.0535,-0.1253,-0.1018
8024485,0.0254,0.0259,0.056
8024494,-0.0612,-0.0741,-0.0379
8024497,0.0994,0.0983,0.0329
8024511,-0.0806,-0.1677,-0.1115
8024518,0.1671,0.0221,0.0027
8024527,0.0285,-0.0006,-0.0244
8024532,-0.5976,-0.8407,-0.6542
8024537,0.0077,-0.003,0.0383
8024557,-0.4662,-0.9053,-0.6243
8024566,-0.6169,-0.9075,-0.542
8024572,0.6541,1.5495,1.1487
8024582,-0.0297,0.3037,0.3565
8024584,-0.0028,0.097,0.087
8024605,-0.0584,-0.0859,-0.0524
8024623,-0.0208,0.2713,0.2278
8024637,-0.0863,0.1572,0.1693
8024655,-0.0554,-0.0581,-0.056
8024660,0.0021,-0.0912,-0.0887
8024676,0.1013,0.2998,0.3454
8024682,-0.0655,0.032,-0.024
8024687,-0.1234,-0.6859,-0.4892
8024708,-0.0614,-0.0254,0.0065
8024712,-0.0336,-0.094,-0.1279
8024728,-0.0412,-0.0782,-0.1443
8024740,-0.0903,-0.091,-0.0353
8024754,-1.3348,-1.447,-1.4558
8024768,-0.0872,-0.105,-0.0972
8024792,0.0604,0.3525,0.4242
8024798,-0.1014,-0.0841,-0.137
8024808,-0.0325,-0.1882,-0.0805
8024816,0.0049,-0.0873,0.0209
8024829,-0.2626,-0.7269,-0.5668
8024843,0.1517,-0.0191,-0.058
8024864,0.0719,-0.0412,0.0304
8024882,-0.0951,-0.0927,-0.0629
8024885,0.1731,0.3095,0.3448
8024888,-0.1488,-0.0687,-0.0645
8024896,-0.0067,-0.0067,-0.0419
8024898,-0.1441,0.0209,0.0172
8024900,0.4144,0.3522,0.2546
8024909,-0.0094,-0.0022,0.0215
8024934,-0.1224,-0.2192,-0.2233
8024936,0.0318,0.0418,0.0629
8024956,-0.15,-0.0546,-0.0257
8024966,-0.0418,0.1613,0.1604
8024971,0.01,0.0251,-0.0039
8024995,-0.1133,-0.0565,-0.0713
8025000,-0.0354,-0.0405,0.1346
8025004,-0.0659,0.0636,0.1096
8025011,-0.018,-0.0556,-0.0491
8025028,-0.096,-0.0168,-0.0294
8025035,-0.1713,-0.3079,-0.2201
8025041,-0.2422,-0.1631,-0.1083
8025051,-0.0287,-0.0915,-0.1288
8025053,-0.0638,0.3637,0.2376
8025058,0.1179,-0.0609,0.0048
8025076,0.0582,0.6149,0.5571
8025103,0.4399,0.4309,0.6392
8025124,-0.1522,0.0253,-0.1447
8025126,-0.1272,-0.1132,-0.1929
8025129,-0.1692,-0.0777,-0.1408
8025132,-0.0661,-0.1799,-0.1386
8025142,-0.1704,-0.1795,-0.256
8025169,0.0793,-0.1123,-0.0601
8025179,-0.3914,-0.1949,-0.1556
8025183,-0.0635,-0.0163,0.0062
8025199,-0.3732,-0.0431,0.1123
8025237,-0.2771,-0.2898,-0.1829
8025255,-0.0074,-0.0337,0.0516
8025278,-0.02,-0.0245,-0.0983
8025285,-0.0292,0.2024,0.2828
8025296,0.0142,-0.1514,-0.1877
8025301,0.0605,0.2676,0.2871
8025303,0.0192,-0.0866,-0.1521
8025321,-0.0605,0.0876,0.1256
8025328,0.1002,0.0412,0.1289
8025347,0.0388,0.245,0.176
8025351,-0.2972,-0.2209,-0.3097
8025368,-0.0931,0.1791,0.1604
8025375,0.1534,-0.0499,-0.0317
8025382,-0.0733,0.3812,0.3629
8025395,-0.0757,0.4351,0.4562
8025402,-0.3012,1.0573,0.9156
8025414,-0.0376,-0.1838,-0.1152
8025421,-0.1472,0.0735,0.0942
8025429,0.1364,0.1045,0.0639
8025450,-0.1232,-0.1115,-0.1076
8025452,-0.1857,-0.0467,-0.1764
8025456,-0.1249,-0.1012,-0.0012
8025458,-0.1941,-0.1291,-0.2165
8025470,-0.0232,0.0584,0.0387
8025474,-0.0104,-0.0242,0.041
8025476,-0.0762,0.0627,0.0182
8025478,-0.157,-0.0557,-0.0631
8025488,-0.2031,-0.2568,-0.1084
8025498,0.2088,0.2481,0.3891
8025500,-0.0513,-0.0984,-0.0751
8025506,-0.2062,0.0516,0.021
8025515,0.0117,0.0484,0.0004
8025522,-0.1157,-0.1975,-0.1342
8025551,0.057,0.3648,0.4895
8025563,-0.0148,-0.0155,-0.0293
8025584,-0.2638,0.4169,0.3612
8025586,0.0644,-0.0828,-0.1811
8025601,1.2809,1.7946,1.9022
8025612,0.0902,0.2963,0.2937
8025621,-0.0725,-0.1033,-0.0917
8025633,0.1399,0.2072,0.2093
8025659,-0.6073,-0.4426,-0.2604
8025672,-0.2229,-0.0732,0.0327
8025697,0.0843,0.0361,-0.0538
8025728,0.0267,-0.1073,-0.1152
8025741,-0.0306,-0.3882,-0.263
8025766,0.076,0.0134,-0.001
8025783,-0.0728,-0.1466,-0.1105
8025788,0.106,0.0522,0.0573
8025826,0.0929,0.1791,0.2953
8025828,0.0409,0.7732,0.6969
8025850,-0.06,-0.0799,-0.0832
8025858,-0.0993,-0.0603,-0.0574
8025868,-0.3549,-0.2592,-0.2651
8025877,0.1718,0.3479,0.3449
8025888,-0.0408,-0.041,-0.0075
8025893,-0.0681,0.0276,0.1526
8025895,-0.1555,-0.1068,-0.0999
8025918,0.0408,0.0549,-0.3779
8025927,0.0692,-0.3308,-0.2917
8025933,0.1205,-0.151,-0.162
8025945,-0.1321,-0.0777,-0.1008
8025951,-0.1225,-0.1316,-0.0628
8025958,-0.2464,-0.5178,-0.2993
8025964,-0.4541,-0.7192,-0.5263
8025968,0.0941,-0.4318,-0.1951
8025973,-0.0583,-0.2948,-0.2663
8025978,-0.2763,-0.6542,-0.5095
8025982,-0.0703,-0.0931,-0.1557
8025984,-0.2159,-0.6977,-0.4251
8025990,-0.0067,-0.1195,-0.1641
8025992,-0.0105,0.029,0.0214
8025996,-0.0169,-0.0203,-0.0456
8025998,-0.1339,-0.139,-0.1932
8026005,-0.0629,-0.1985,-0.2468
8026007,-0.1363,0.0405,-0.0389
8026013,0.0137,-0.1887,-0.2457
8026024,0.0042,-0.0249,-0.0068
8026035,-0.1766,-1.6063,-0.4873
8026047,0.3321,1.0295,0.9037
8026051,0.2529,0.2775,0.2453
8026063,-0.0822,0.0151,0.0227
8026090,0.0551,-0.0373,-0.0438
8026106,0.4276,0.4676,0.4517
8026122,-0.2175,0.1918,0.253
8026133,-0.0732,-0.0693,-0.1334
8026139,-0.0169,-0.0379,-0.0793
8026155,0.0384,0.0521,-0.0069
8026163,0.0399,0.6427,0.5955
8026170,-0.0192,-0.0569,0.0887
8026182,-0.2248,-0.0036,0.0017
8026193,-0.0835,0.1357,0.0479
8026198,0.0976,0.2583,0.253
8026212,-0.0359,-0.0662,-0.0481
8026214,-0.0524,0.0034,-0.0204
8026217,-0.098,-0.2575,-0.052
8026250,-0.0434,0.1056,0.1514
8026265,-0.1085,-0.1103,-0.1123
8026272,-0.0633,0.5285,0.4728
8026292,0.0556,0.0917,0.0924
8026294,-0.1273,-0.1573,0.0204
8026298,-0.1892,-0.1968,-0.1798
8026300,0.5035,0.4967,0.3657
8026315,0.0442,0.5007,0.4627
8026339,0.266,-0.3655,-0.4696
8026341,-0.1444,0.0176,0.0292
8026350,-0.4514,0.2831,0.0737
8026361,-0.2427,0.1777,0.2907
8026363,-0.4201,0.3265,0.1898
8026365,-0.0457,0.029,0.029
8026381,0.0831,0.0576,0.0893
8026383,-0.0191,0.0084,-0.0299
8026385,-0.0894,0.0419,-0.0269
8026388,-0.0898,-0.1075,-0.1352
8026390,-0.0444,-0.065,0.0008
8026398,-0.0907,-0.1176,-0.1749
8026405,-0.093,-0.0055,-0.0715
8026407,0.3135,0.5677,0.6475
8026418,0.0209,0.0435,-0.0121
8026420,-0.1108,-0.1416,-0.1795
8026422,-0.0393,-0.2246,-0.2212
8026424,0.0341,-0.0538,-0.044
8026440,0.1055,-0.0504,-0.1086
8026442,-0.1385,-0.0832,-0.0852
8026456,-0.8236,-0.0657,-0.2089
8026468,-0.6937,-1.1902,-0.8045
8026483,-0.1405,-0.0885,-0.0991
8026486,-0.0784,0.0769,0.1417
8026488,-0.167,-0.0277,-0.0381
8026490,0.3134,0.4873,-0.1821
8026494,0.0091,0.0818,0.0852
8026496,-0.0825,-0.0129,-0.0042
8026503,-0.0548,-0.0302,-0.0287
8026513,0.3776,0.2532,0.2868
8026520,-0.4086,-0.0599,0.0303
8026533,-0.0048,0.5272,0.4996
8026541,-0.3472,-0.3,-0.2927
8026548,-0.3998,0.2826,0.1496
8026564,0.0714,0.5339,0.4608
8026568,0.0434,0.0749,0.0976
8026579,-0.0163,-0.315,-0.4687
8026587,-0.0673,-0.2474,-0.3469
8026610,0.0866,0.0978,0.1054
8026631,0.0824,0.3188,0.2513
8026638,0.2067,0.1804,0.2056
8026679,-0.1253,-0.204,-0.2965
8026687,-0.3237,-0.3106,-0.1828
8026696,0.1126,0.1714,0.2953
8026698,-0.0522,0.0861,0.1145
8026712,-0.1456,-0.0389,-0.1312
8026724,-0.3126,-0.6101,-0.5236
8026729,-0.0754,-0.0806,-0.1097
8026735,-0.0433,-0.0079,0.0247
8026751,-0.0951,0.2064,0.3095
8026763,0.0085,0.0495,0.1164
8026780,-0.0803,-0.0196,-0.0133
8026787,-0.5174,0.3285,0.2388
8026806,0.1576,0.1105,0.1361
8026821,-0.0582,0.3177,0.257
8026830,-0.128,0.1652,0.1336
8026861,-0.0319,-0.1572,-0.1623
8026868,0.0622,-0.0189,-0.1689
8026875,-0.2197,0.5657,0.5996
8026877,0.0084,-0.0572,-0.0618
8026895,0.1223,0.0046,-0.0218
8026900,-0.0452,-0.0634,0.0352
8026915,0.1594,0.1412,0.1588
8026926,-0.2178,0.1007,0.2362
8026954,-0.2385,-0.0858,-0.0477
8026971,0.7321,1.0809,1.3869
8026982,0.0704,0.0767,-0.0375
8026989,0.3704,0.3206,0.47
8026991,-0.4439,-0.3403,-0.2154
8027002,0.1475,0.8682,0.5352
8027006,-0.049,0.1247,0.0966
8027018,-0.0729,0.1703,0.0739
8027024,-0.0032,0.1433,0.1183
8027032,-0.1114,-0.136,-0.1476
8027040,-0.0658,-0.062,-0.0343
8027049,-0.0812,0.0505,0.0923
8027053,0.0404,-0.0157,0.0057
8027074,0.0263,-0.1056,-0.1198
8027100,-0.1113,-0.031,-0.0681
8027117,-0.001,0.0073,-0.0708
8027128,-0.4309,-0.3805,-0.3487
8027139,0.0471,-0.0658,0.0191
8027152,-0.0872,-0.0026,-0.0653
8027167,0.0628,-0.0296,-0.0881
8027169,-0.15,-0.0143,-0.0074
8027184,-0.1749,-0.1265,-0.0583
8027205,-0.0778,-0.1681,-0.1627
8027213,-0.0088,-0.1278,-0.0178
8027222,-0.0452,-0.0099,-0.0698
8027233,-0.2401,0.0504,0.0993
8027239,-0.0938,-0.3054,-0.1969
8027241,-0.0915,-0.4061,-0.3259
8027247,0.0232,-0.0769,-0.1631
8027254,-0.1421,-0.476,-0.4979
8027258,0.0078,-0.0232,-0.2242
8027260,-0.1882,-0.2612,-0.4453
8027266,-0.0245,-0.1282,-0.1407
8027268,-0.0662,-0.1096,-0.1686
8027272,-0.1449,-0.0814,-0.0564
8027279,-0.1637,-0.082,-0.1704
8027285,-0.0184,-0.2035,-0.0117
8027292,-0.0079,0.0452,0.0416
8027297,-0.0385,-0.297,-0.3667
8027304,-0.3232,-0.6049,-0.4407
8027312,-0.2353,-1.0802,-0.8019
8027320,-0.0184,-0.0404,-0.0477
8027323,-0.0894,-0.4498,-0.3829
8027330,-0.1574,-0.1309,-0.1921
8027332,-0.0185,-0.1698,-0.1978
8027341,-0.1059,-0.0101,-0.0429
8027343,0.0563,0.1274,0.2287
8027345,-0.1445,-0.5444,-0.6178
8027348,-0.3026,-0.0963,-0.4072
8027352,-0.0709,-0.3367,-0.1146
8027354,-0.4314,-0.8447,-0.4681
8027363,-0.0181,-0.2873,-0.3009
8027368,-0.1477,-0.5214,-0.5032
8027377,0.0532,-0.2448,-0.1549
8027381,0.0027,0.0379,-0.0392
8027383,0.0533,-0.0136,0.0055
8027385,-0.0433,-0.1821,-0.112
8027390,-0.0741,-0.2995,-0.3097
8027398,0.1336,0.3452,0.4345
8027402,0.3545,0.1412,0.192
8027414,-0.1259,-0.0089,0.0403
8027416,-0.0075,-0.2678,-0.3463
8027429,-0.2935,-0.1739,-0.1887
8027431,0.0126,0.0805,-0.0049
8027437,0.0443,-0.226,-0.3707
8027439,-0.2133,-0.2576,-0.2905
8027448,0.0678,0.3299,0.2571
8027473,0.1139,0.0942,-0.0248
8027480,-0.0993,-0.1262,-0.1804
8027482,-0.2109,-0.1616,-0.207
8027510,-0.0177,-0.1477,-0.1742
8027519,-0.27,-0.494,-0.6086
8027521,-0.2524,-0.3809,-0.4348
8027543,0.0124,0.0172,-0.069
8027556,0.0406,-0.0491,-0.0289
8027564,-0.1355,-0.3086,-0.2932
8027566,-0.1281,-0.2622,-0.2532
8027574,-0.0342,0.0119,0.0103
8027584,0.1143,0.0498,0.0847
8027592,-0.0868,-0.0486,-0.0702
8027604,-0.1151,-0.2364,-0.2768
8027621,0.2621,0.2671,0.2705
8027642,0.169,0.1625,-0.0454
8027650,-0.0734,0.2274,0.0679
8027665,0.0376,0.1088,0.1387
8027674,-0.1032,-0.3705,-0.2028
8027685,-0.209,-0.4188,-0.3354
8027692,0.0487,-0.1999,-0.2884
8027701,0.3364,0.6218,0.6767
8027719,0.0407,0.0651,0.1977
8027728,0.0405,0.0351,0.1112
8027744,0.0214,-0.0538,-0.1529
8027746,-0.1998,0.0262,0.1276
8027748,-0.2385,-0.8665,-0.52
8027760,-0.1135,-0.1229,-0.2482
8027770,-0.0907,-0.0964,0.0132
8027778,0.2141,1.0565,0.8489
8027793,-0.1219,-0.1017,-0.0307
8027805,-0.2421,0.0744,0.1534
8027819,-0.0831,0.0351,0.027
8027824,-0.0544,0.0772,0.0694
8027837,-0.8763,1.2101,0.8876
8027854,-0.1394,-0.1186,-0.1
8027856,0.1908,0.2462,0.3566
8027860,0.1871,0.2605,0.3892
8027862,0.7619,1.313,1.4491
8027864,-0.0212,0.0683,0.0843
8027876,0.1858,0.3302,0.2108
8027884,0.0041,0.2294,0.4339
8027886,0.0728,0.1506,0.0937
8027908,-0.0951,0.0639,0.0634
8027920,-0.0177,-0.0782,-0.0443
8027932,-0.03,-0.2571,-0.113
8027938,-0.1073,-0.1116,-0.225
8027947,0.0306,0.1093,0.111
8027956,-0.0276,0.1056,0.148
8027996,0.0198,0.2072,0.0649
8028002,0.1837,0.0082,0.0656
8028004,-0.279,-0.0507,-0.0578
8028016,0.023,0.0475,0.0923
8028030,-0.0185,0.0029,0.0895
8028058,-0.0093,0.0003,-0.0476
8028084,-0.0506,0.0935,0.126
8028102,-0.0895,-0.0671,0.0463
8028104,-0.014,0.5119,0.4987
8028112,-0.1772,0.1051,0.0388
8028117,0.0163,-0.1513,-0.1239
8028119,0.0505,0.063,0.0362
8028158,-0.007,-0.0504,-0.026
8028162,0.0278,-0.0413,-0.0124
8028172,-0.197,-0.2325,-0.2346
8028186,0.172,0.0641,-0.0309
8028190,0.0568,0.0534,0.0055
8028192,-0.0812,-0.0589,-0.1876
8028194,-0.1261,0.1552,-0.0471
8028200,-0.0873,-0.1766,-0.1451
8028206,-0.0935,-0.4431,-0.3682
8028213,-0.0729,-0.2051,-0.2816
8028219,-0.1097,-0.1123,-0.1423
8028227,-0.2363,-0.6188,-0.6047
8028233,-0.0002,-0.1628,-0.2025
8028241,-0.1713,-0.2195,-0.2326
8028248,-0.1578,-0.3032,-0.3268
8028254,-0.0848,-0.2086,-0.2577
8028266,-0.2018,-0.133,-0.1848
8028275,-0.0041,-0.0675,-0.0929
8028277,-0.0193,-0.1365,-0.143
8028279,0.0226,-0.212,-0.2093
8028281,0.0171,-0.0916,-0.1382
8028283,-0.1127,-0.1028,-0.1485
8028286,-0.4034,-0.5038,-0.3091
8028309,-0.0404,-0.0463,-0.1473
8028311,-0.2225,-0.3667,-0.3514
8028323,-0.2302,-0.438,-0.4466
8028325,-0.2947,-0.4115,-0.4171
8028332,0.2152,0.2284,0.0865
8028341,-0.1976,-0.2147,-0.1696
8028380,-0.0337,0.044,-0.0058
8028389,-0.1349,-0.0052,0.0471
8028397,-0.3969,-0.3052,-0.2669
8028407,-0.124,-0.1351,-0.1117
8028514,-0.077,-0.1512,-0.2135
8028524,0.0626,-0.1579,-0.2152
8028546,-0.0888,-0.0776,-0.086
8028552,-0.1021,-0.0554,-0.0808
8028563,0.07,0.0001,-0.0844
8028570,-0.2197,-0.0551,-0.0755
8028583,-0.2152,-0.1035,-0.0142
8028600,-0.0983,-0.0758,-0.1899
8028607,0.0009,0.154,0.2145
8028613,-0.0576,-0.1673,-0.1679
8028624,-0.1347,0.2731,0.229
8028643,-0.1443,0.0505,0.0464
8028645,-0.1427,-0.1328,-0.1062
8028652,-0.0871,0.8682,0.7517
8028656,0.3311,0.8062,0.6954
8028674,-0.0834,0.0022,-0.0247
8028705,-0.0245,-0.2384,-0.3853
8028719,-0.0037,0.07,0.043
8028730,-0.1065,0.0256,-0.0605
8028737,0.0142,0.019,-0.0099
8028742,0.003,0.0634,-0.0021
8028744,0.0439,-0.0185,0.0338
8028750,-0.0259,-0.1328,-0.1858
8028756,0.1634,-0.0058,-0.0563
8028770,-0.1419,0.0902,0.085
8028778,-0.0746,0.0642,0.0764
8028789,-0.0186,-0.0961,-0.1063
8028791,-0.0559,0.1947,0.1534
8028806,-0.0962,-0.0452,-0.0282
8028851,0.1239,0.0873,0.1118
8028872,-0.1269,0.1901,0.0537
8028908,-0.1699,-0.071,-0.1935
8028916,0.1246,0.0704,0.0339
8028924,0.0391,0.2081,-0.0012
8028930,-0.1854,-0.1367,-0.01
8028940,-0.0468,-0.1426,-0.1618
8028950,-0.1428,-0.0303,-0.0794
8028955,-0.7674,-2.9019,-2.863
8028963,-2.0424,-2.8739,-2.4366
8028973,-0.0958,-0.0598,-0.0469
8028984,0.1649,0.1575,0.1608
8028991,-0.9338,-0.8837,-1.111
8029006,0.1341,0.4085,0.3746
8029029,-0.0504,-0.0786,-0.1924
8029050,-0.187,-0.1647,-0.2628
8029056,-0.0093,0.1242,0.1787
8029065,-0.0524,-0.1068,-0.2835
8029076,0.1239,0.1666,0.1984
8029086,1.4294,-0.0133,0.177
8029098,1.3237,0.4228,0.7231
8029107,0.2781,0.1351,0.2356
8029117,-0.0711,-0.0328,-0.0503
8029129,-0.0449,0.1836,0.1051
8029136,-0.5074,1.8332,1.2028
8029147,-0.0829,0.3259,0.333
8029182,-0.2548,0.0829,0.0728
8029188,-0.1248,0.0593,0.0732
8029193,-0.1144,0.2669,0.2342
8029214,-0.0459,-0.0728,-0.06
8029219,-0.0829,-0.036,0.0714
8029236,-0.021,-0.0362,-0.023
8029273,-0.0801,-0.0276,-0.0204
8029278,-0.0924,-0.0662,-0.118
8029280,0.4797,-1.7305,-0.999
8029289,-0.0186,-0.1694,-0.169
8029299,-0.1546,-0.129,0.0584
8029301,-0.0598,-0.4453,-0.3495
8029306,0.1176,0.2124,0.1852
8029311,-0.1755,-0.0444,0.066
8029318,-0.1024,-0.0995,-0.0979
8029321,0.0062,-0.3746,-0.4334
8029331,0.0326,0.0727,0.0819
8029340,-0.1531,-0.1536,-0.2063
8029347,-0.0252,-0.0378,-0.078
8029353,0.013,0.0526,0.0356
8029360,-0.1099,-0.3867,-0.3356
8029368,-0.132,-0.2173,-0.3433
8029375,-0.132,-0.1077,-0.0792
8029377,-0.1066,-0.2828,-0.2439
8029385,-0.1401,-0.1368,-0.1392
8029392,-0.1174,-0.2611,-0.2237
8029399,-0.0037,-0.1435,-0.1135
8029413,-0.0382,0.0274,0.019
8029423,-0.1761,-0.4087,-0.3312
8029435,-0.0638,-0.1627,-0.2467
8029437,0.032,-0.0377,-0.1746
8029446,-0.1397,-0.2333,-0.2569
8029458,-0.0921,-0.1242,-0.1366
8029465,-0.0151,0.5878,0.5157
8029476,-0.2213,-0.519,-0.4392
8029489,-0.0762,0.1993,0.1541
8029507,0.1132,0.3332,0.3255
8029521,0.1912,0.0544,-0.0058
8029530,0.1121,0.2982,0.4346
8029536,0.0652,0.3129,0.4402
8029541,-0.0566,0.01,0.0249
8029547,-0.0339,0.0133,-0.0992
8029551,-0.2884,0.0173,-0.0554
8029560,-0.3017,-0.0881,-0.0613
8029580,-0.2855,-0.0875,-0.0443
8029592,-0.0817,-0.0036,0.0587
8029615,0.1798,-0.0204,0.2333
8029617,0.1409,0.0999,0.0293
8029624,-0.0104,-0.1493,-0.0885
8029640,-0.0547,-0.1097,-0.1029
8029642,-0.1152,0.214,0.1595
8029669,-0.0077,0.0213,-0.1039
8029671,-0.0331,-0.0479,0.0048
8029688,0.0229,0.0417,-0.0976
8029693,0.2664,1.2828,0.6417
8029701,0.0671,-0.0222,-0.1048
8029710,0.0053,0.0952,0.0947
8029726,0.0146,0.1256,0.0392
8029728,0.149,0.023,0.0102
