Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2021_Human,Osteoclast differentiation,64/127,3.789382695841178e-17,1.174708635710765e-14,0,0,4.795423600259524,181.3233269174328,SPI1;CSF1;NCF2;ITGB3;NCF4;SIRPG;TREM2;TNF;SIRPB1;FCGR3A;FCGR3B;BLNK;SIRPA;ACP5;JUNB;IFNAR2;MAP2K1;CHUK;IL1R1;IFNGR1;IFNGR2;CYBA;TYK2;OSCAR;TNFRSF1A;IL1A;TYROBP;IFNG;LCK;IL1B;LCP2;IRF9;IFNAR1;LILRA6;LILRA1;LILRA2;LILRA4;LILRA5;RELB;SOCS3;SOCS1;PLCG2;FYN;FCGR1A;JUN;TGFB1;STAT1;STAT2;LILRB1;LILRB2;LILRB3;LILRB4;NFKB1;MAPK12;FOSL2;NFKB2;FOSL1;NFKBIA;CYLD;FCGR2A;TEC;CAMK4;GRB2;FCGR2C
KEGG_2021_Human,Rheumatoid arthritis,50/93,3.5696306095125994e-15,3.2519518424853014e-13,0,0,5.473583848943887,182.08596053061177,CD86;CXCL6;CSF2;CXCL8;FLT1;CSF1;CD80;ITGB2;CXCL1;TCIRG1;CXCL3;ITGAL;CXCL2;TNF;CXCL5;ICAM1;TNFSF13B;ACP5;CTLA4;HLA-DOA;IL11;ATP6V0B;IL15;MMP1;MMP3;IL1A;IFNG;IL23A;IL1B;LTB;HLA-DQB1;TLR2;ATP6V1A;CCL3L1;CCL3L3;HLA-DMB;CCL5;CCL3;CCL2;ATP6V1D;HLA-DQA1;JUN;TGFB1;CCL20;TGFB3;TNFSF13;VEGFA;IL6;CD28;HLA-DRA
KEGG_2021_Human,Epstein-Barr virus infection,83/202,4.485385200629754e-15,3.2519518424853014e-13,0,0,3.2992472242153013,109.00037148472354,RB1;CD40;CDKN1A;TNFAIP3;CD3G;CD3E;ITGAL;CD3D;TNF;ICAM1;TBK1;CASP8;CASP3;BLNK;PSMD1;POLK;HLA-DOA;IKBKE;JAK3;IFNAR2;MAP2K3;PDIA3;ENTPD1;APAF1;CHUK;HLA-B;TAP2;TAP1;HLA-A;TYK2;IRAK4;HLA-F;HLA-G;RUNX3;SAP30;TAPBP;CCNA2;OAS1;CCNE1;OAS2;TRAF3;OAS3;IRF7;IRF9;HLA-DQB1;TLR2;IFNAR1;RELB;HLA-DMB;BCL2L11;CD19;PLCG2;E2F3;CD58;BAK1;BID;HLA-DQA1;JUN;GADD45B;GADD45A;STAT1;STAT2;STAT3;ISG15;NFKB1;MAPK12;NFKB2;NFKBIA;CXCL10;IL6;PSMC4;NEDD4;PSMC1;CDK2;MDM2;FAS;HLA-DRA;BAX;CALR;CD247;NFKBIE;MYD88;NFKBIB
KEGG_2021_Human,TNF signaling pathway,56/112,5.428027109345468e-15,3.2519518424853014e-13,0,0,4.711659965537048,154.76484032307843,CXCL6;CSF2;CSF1;TNFAIP3;CXCL1;CXCL3;TNF;CXCL2;CXCL5;ICAM1;CASP7;CASP8;CASP3;MAP3K8;DNM1L;JUNB;MAP3K5;MAP2K3;MAP2K1;EDN1;CHUK;RIPK3;IL15;MMP3;TNFRSF1B;MMP9;TNFRSF1A;MMP14;TRAF3;IL1B;IRF1;LTA;PGAM5;BIRC2;BIRC3;CREB5;CEBPB;NOD2;PTGS2;SOCS3;CCL5;CCL2;JUN;VCAM1;MLKL;CCL20;CFLAR;SELE;NFKB1;MAPK12;NFKBIA;CXCL10;IL6;BCL3;FAS;IL18R1
KEGG_2021_Human,Cytokine-cytokine receptor interaction,108/295,5.523888538834211e-15,3.2519518424853014e-13,0,0,2.740368874822656,89.96547253156592,IL1RN;CSF3;TNFRSF6B;CSF2;CSF3R;CSF1;CCL4L1;CCL4L2;CXCL17;IL1RAP;CXCL13;TNF;IL27RA;CXCL16;IL18RAP;TNFSF10;IL6R;TNFRSF4;IFNAR2;IL4R;IL1R1;IL1R2;IL23A;IFNAR1;CCL3L1;CCL3L3;CSF2RB;TNFRSF17;IL36RN;TNFRSF14;CCR1;TGFB1;TNFSF14;TGFB3;TNFRSF9;TNFSF13;IL36G;BMP6;CXCL10;CXCL11;IL6;CD27;IL7R;IL21;CXCL6;CD40;CXCL9;IL20;CXCL8;TNFRSF13B;IL26;IL24;IL27;CXCL1;CXCL3;CXCL2;CXCL5;TNFSF13B;CCR7;CCR5;CCR2;IL10;IL11;TNFRSF12A;IFNGR1;IL15;IFNGR2;IL19;OSMR;TNFRSF1B;IL17RA;TNFRSF1A;IL1A;IFNG;IL1B;LTA;LTB;TNFRSF21;CCL11;CXCR4;CXCR6;IL1RL1;CCL8;CXCR1;CCL7;CCL5;CXCR2;CCL4;CCL3;IL21R;CCL2;CCL18;IL12RB1;CCL17;RELT;IL32;CCL22;CCL20;IL10RA;BMP8A;OSM;CD4;CLCF1;IL2RA;IL2RB;FAS;LTBR;IL18R1
KEGG_2021_Human,Viral protein interaction with cytokine and cytokine receptor,52/100,6.294100340294132e-15,3.2519518424853014e-13,0,0,5.100927519602219,166.7960637515919,CXCL6;CXCL9;CXCL8;IL20;CSF1;CCL4L1;CCL4L2;IL24;CXCL1;CXCL13;CXCL3;TNF;CXCL2;CXCL5;IL18RAP;TNFSF10;CCR7;CCR5;IL6R;CCR2;IL10;IL19;TNFRSF1B;TNFRSF1A;LTA;CCL11;CCL3L1;CCL3L3;CXCR4;CCL8;CCL7;CXCR1;CCL5;CCL4;CXCR2;CCL3;CCL2;TNFRSF14;CCL18;CCL17;CCR1;CCL22;TNFSF14;CCL20;IL10RA;CXCL10;CXCL11;IL6;IL2RA;IL2RB;LTBR;IL18R1
KEGG_2021_Human,NF-kappa B signaling pathway,53/104,1.0416191266874594e-14,4.612884703901606e-13,0,0,4.893706923228402,157.55492502145387,CD40;CXCL8;CCL4L1;CCL4L2;TNFAIP3;CXCL1;CXCL3;TNF;CXCL2;ICAM1;TNFSF13B;PLAU;BLNK;TRIM25;ERC1;LBP;PIAS4;TICAM2;CHUK;IL1R1;PRKCB;IRAK4;TICAM1;TNFRSF1A;ZAP70;LCK;TRAF3;IL1B;LTA;PRKCQ;LTB;BIRC2;BIRC3;BCL2A1;BCL10;PTGS2;MALT1;RELB;CCL4;PLCG2;CD14;VCAM1;GADD45B;TNFSF14;GADD45A;CFLAR;NFKB1;NFKB2;NFKBIA;CYLD;LTBR;LAT;MYD88
KEGG_2021_Human,Tuberculosis,74/180,1.3073206707441894e-13,5.065867599133734e-12,0,0,3.296287419931152,97.7864312902305,CIITA;ITGAM;ITGB2;TCIRG1;TNF;CTSS;EEA1;FCGR3A;CASP8;FCGR3B;CASP3;MRC1;ITGAX;EP300;LBP;HLA-DOA;CAMP;IL10;ATP6V0B;CR1;FCER1G;APAF1;KSR1;IFNGR1;SPHK2;IFNGR2;SPHK1;IRAK4;TNFRSF1A;TLR1;IL1A;IFNG;IL23A;IL1B;RFX5;TLR9;TLR6;CLEC4E;HLA-DQB1;TLR2;CAMK2D;CEBPB;SRC;BCL10;NOD2;MALT1;HSPD1;CYP27B1;HLA-DMB;CLEC7A;IRAK2;CD14;BID;FCGR1A;HLA-DQA1;PLK3;CD74;TGFB1;NFYA;TGFB3;VDR;STAT1;IL10RA;NFKB1;MAPK12;IL6;FCGR2A;CD209;HLA-DRA;BAX;CALM1;RAB5A;FCGR2C;MYD88
KEGG_2021_Human,NOD-like receptor signaling pathway,73/181,5.984599388992478e-13,2.061362011764076e-11,0,0,3.1902143124365345,89.78672131604124,CXCL8;TNFAIP3;CXCL1;CXCL3;TNF;CXCL2;PANX1;PSTPIP1;TBK1;CASP8;CASP5;CASP4;CASP1;DNM1L;IKBKE;CAMP;IFNAR2;GBP5;CHUK;RIPK3;PRKCD;CYBA;IRAK4;TYK2;TICAM1;PLCB3;AIM2;OAS1;OAS2;TRAF3;IL1B;OAS3;IRF7;CARD16;PLCB2;NAIP;BIRC2;IRF9;IFNAR1;BIRC3;RNASEL;NLRX1;ITPR2;NLRC4;NOD2;MEFV;TRPM2;IFI16;CCL5;NLRP3;CCL2;TRPM7;TP53BP1;GBP2;GBP1;GBP4;ATG5;GBP3;JUN;STAT1;CARD8;STAT2;TRPV2;CARD6;ERBIN;NFKB1;MAPK12;NFKBIA;IL6;STING1;PKN2;MYD88;NFKBIB
KEGG_2021_Human,Chemokine signaling pathway,75/192,1.951917452268595e-12,5.679946417655873e-11,0,0,3.0255743871106278,81.57616872110304,CXCL6;ITK;CXCL9;CXCL8;CCL4L1;CCL4L2;CXCL1;ARRB2;CXCL13;CXCL3;CXCL2;CXCL5;CXCL16;PREX1;GNGT2;RAC2;CCR7;CCR5;PRKACB;JAK3;CCR2;MAP2K1;CHUK;PRKCB;PRKCD;VAV1;FGR;TIAM1;HCK;PLCB3;DOCK2;SOS1;PLCB2;SOS2;CCL11;CCL3L1;ROCK1;SHC1;SRC;CCL3L3;GNAI3;CXCR4;CXCR6;RASGRP2;ADCY7;PIK3R5;GNAI2;PAK1;GRK2;CCL8;CCL7;CXCR1;GNG5;CCL5;GRK6;CCL4;CXCR2;PLCG2;CCL3;CCL2;CCL18;CCL17;CCR1;CCL22;CCL20;STAT1;STAT2;STAT3;NFKB1;NFKBIA;CXCL10;CXCL11;GRB2;BCAR1;NFKBIB
KEGG_2021_Human,Hematopoietic cell lineage,48/99,2.0154648578778904e-12,5.679946417655873e-11,0,0,4.42568683633912,119.18450439457054,CSF3;CSF2;CSF3R;ITGAM;CSF1;TFRC;ITGB3;CD3G;CD1D;CD3E;TNF;CD3D;HLA-DMB;ANPEP;CD19;CD38;CD37;CD14;HLA-DOA;FCGR1A;IL6R;HLA-DQA1;CD33;IL11;IL4R;CR1;ITGA4;MME;IL1R1;IL1R2;ITGA1;CD2;IL1A;IL6;CD4;CD8A;CD5;IL1B;IL2RA;CD7;HLA-DRA;ITGA6;ITGA5;CD24;IL7R;MS4A1;CD22;HLA-DQB1
KEGG_2021_Human,Influenza A,69/172,3.442031015013924e-12,8.891913455452634e-11,0,0,3.159106874480489,83.38449771563353,CIITA;CXCL8;ADAR;TNF;ICAM1;IFIH1;TBK1;CASP8;CASP3;TNFSF10;CASP1;EP300;TRIM25;HLA-DOA;KPNA2;IKBKE;KPNA1;IFNAR2;MAP2K1;RSAD2;APAF1;CHUK;PRKCB;IFNGR1;IFNGR2;IRAK4;TYK2;TICAM1;TMPRSS11D;TNFRSF1A;DNAJC3;IL1A;IFNG;OAS1;OAS2;TRAF3;IL1B;OAS3;IRF7;NUP98;IRF9;IFNAR1;HLA-DQB1;RNASEL;NLRX1;TMPRSS4;SOCS3;NXF1;HLA-DMB;CCL5;NLRP3;CCL2;BAK1;BID;HLA-DQA1;STAT1;MX2;STAT2;MX1;NFKB1;PML;NFKBIA;CXCL10;IL6;HLA-DRA;BAX;FAS;MYD88;NFKBIB
KEGG_2021_Human,Leishmaniasis,40/77,8.583708607144202e-12,2.0468843601651559e-10,0,0,5.076259793240926,129.3489629023136,ITGB1;ITGAM;NCF2;ITGB2;NCF4;PTGS2;TNF;FCGR3A;FCGR3B;HLA-DMB;HLA-DOA;FCGR1A;HLA-DQA1;IL10;JUN;MARCKSL1;CR1;TGFB1;ITGA4;IFNGR1;PRKCB;STAT1;TGFB3;IFNGR2;CYBA;IRAK4;MAPK12;NFKB1;NFKBIA;IL1A;FCGR2A;IFNG;IL1B;HLA-DRA;PTPN6;FCGR2C;MYD88;HLA-DQB1;TLR2;NFKBIB
KEGG_2021_Human,IL-17 signaling pathway,45/94,1.7036579107092692e-11,3.772385373713382e-10,0,0,4.315248572947644,106.99942940208288,CXCL6;CSF3;CEBPB;CSF2;CXCL8;CCL11;TNFAIP3;CXCL1;CXCL3;PTGS2;CXCL2;TNF;CXCL5;HSP90B1;S100A7A;CASP8;TBK1;CCL7;CASP3;CCL2;MAPK6;IKBKE;CCL17;USP25;JUN;CHUK;MMP1;CCL20;MMP3;MMP9;MAPK12;NFKB1;IL17RA;FOSL1;NFKBIA;CXCL10;IL6;MMP13;IFNG;TRAF4;TRAF3;IL1B;S100A9;S100A8;S100A7
KEGG_2021_Human,Lipid and atherosclerosis,79/215,1.959397134540664e-11,4.0494207447173727e-10,0,0,2.741684097750115,67.59841253303019,ERO1A;CD40;CXCL8;NCF2;NCF4;CXCL1;CXCL3;TNF;CXCL2;ICAM1;CASP7;TBK1;CASP8;CASP3;TNFSF10;CASP1;OLR1;LBP;IKBKE;MAP3K5;MAP2K3;TICAM2;APAF1;CHUK;MMP1;PDPK1;MMP3;CYBA;IRAK4;TICAM1;MMP9;VAV1;TNFRSF1A;ERN1;PLCB3;TRAF3;DDIT3;IL1B;IRF7;ARHGEF1;TLR6;PLCB2;ABCG1;TLR2;CAMK2D;CCL3L1;SRC;CCL3L3;AGER;HSP90B1;HSPD1;CCL5;CCL3;NLRP3;CCL2;CD14;BID;LDLR;HSPA8;JUN;XBP1;VCAM1;HSPA4;NOS3;STAT3;HSPA6;POU2F2;SOD2;SELE;NFKB1;MAPK12;MIB1;NFKBIA;IL6;FAS;BAX;CALM1;MYD88;NFE2L2
KEGG_2021_Human,Chagas disease,46/102,1.3187050257641344e-10,2.55499098741801e-09,0,0,3.8592088037964327,87.79391568238704,C1QB;C1QA;CXCL8;CCL3L1;CCL3L3;SERPINE1;GNAI3;CD3G;CD3E;TNF;CD3D;GNAI2;PPP2CA;GNA15;CASP8;CCL5;BDKRB2;CCL3;CCL2;IL10;JUN;TGFB1;CHUK;TGFB3;IFNGR1;IFNGR2;IRAK4;CFLAR;TICAM1;NFKB1;MAPK12;TNFRSF1A;NFKBIA;IL6;PLCB3;IFNG;IL1B;TLR9;FAS;CALR;TLR6;CD247;PLCB2;MYD88;TLR2;C1QC
KEGG_2021_Human,Th17 cell differentiation,47/107,2.521922160024306e-10,4.598799232985499e-09,0,0,3.680387663515707,81.33962045599472,IL21;CD3G;IL1RAP;CD3E;HIF1A;CD3D;IL27RA;HLA-DMB;TBX21;IL21R;HLA-DOA;IL12RB1;IL6R;JAK3;HLA-DQA1;STAT5A;JUN;IL4R;TGFB1;CHUK;IL1R1;IFNGR1;STAT1;IFNGR2;STAT3;TYK2;NFKB1;MAPK12;RUNX1;NFKBIA;ZAP70;IL6;CD4;IFNG;IL23A;IRF4;LCK;IL1B;IL2RA;IL2RB;HLA-DRA;PRKCQ;CD247;NFKBIE;LAT;NFKBIB;HLA-DQB1
KEGG_2021_Human,Toxoplasmosis,48/112,4.5717752452519663e-10,7.873612922378386e-09,0,0,3.523925501432665,75.78536332644856,ITGB1;CD40;CIITA;LAMA1;GNAI3;LAMC2;TNF;PIK3R5;GNAI2;SOCS1;CASP8;HLA-DMB;CASP3;ALOX5;HLA-DOA;CCR5;LDLR;HLA-DQA1;MAP2K3;IL10;HSPA8;TGFB1;CHUK;LAMB3;TGFB3;IFNGR1;PDPK1;STAT1;IFNGR2;IL10RA;HSPA6;STAT3;IRAK4;TYK2;NFKB1;MAPK12;TNFRSF1A;NFKBIA;IFNG;PPIF;HLA-DRA;ITGA6;MYD88;BIRC2;NFKBIB;BIRC3;HLA-DQB1;TLR2
KEGG_2021_Human,Pertussis,36/76,2.5419287079377316e-09,4.147357365582614e-08,0,0,4.220388349514563,83.52293180715638,ITGB1;C1QB;CXCL6;C1QA;CXCL8;ITGAM;C1R;ITGB2;GNAI3;TNF;CXCL5;C2;GNAI2;CASP7;CASP3;CFL1;CASP1;NLRP3;CD14;IL10;JUN;TICAM2;IRAK4;TICAM1;MAPK12;NFKB1;IL1A;IL6;IL23A;IL1B;IRF1;IRF8;ITGA5;CALM1;MYD88;C1QC
KEGG_2021_Human,C-type lectin receptor signaling pathway,44/104,3.898417560885845e-09,5.4209823785257895e-08,0,0,3.4425109711887045,66.65629038159055,SRC;ITPR2;CBLB;BCL10;PTGS2;TNF;MALT1;RELB;PAK1;CASP8;CLEC7A;PLCG2;CASP1;NLRP3;IKBKE;CCL17;IL10;PLK3;JUN;FCER1G;CCL22;CHUK;KSR1;STAT1;STAT2;PRKCD;PTPN11;NFKB1;MAPK12;NFKB2;NFKBIA;CYLD;IL6;CLEC4D;IL23A;CD209;IL1B;IRF1;MAPKAPK2;BCL3;MDM2;CLEC4E;CALM1;IRF9
KEGG_2021_Human,T cell receptor signaling pathway,44/104,3.898417560885845e-09,5.4209823785257895e-08,0,0,3.4425109711887045,66.65629038159055,ITK;CSF2;CBLB;CD3G;BCL10;CD3E;TNF;RASGRP1;CD3D;MALT1;PAK1;CTLA4;MAP3K8;FYN;ICOS;PAK2;IL10;MAP2K1;JUN;CHUK;PDPK1;NFKB1;VAV1;MAPK12;NFKBIA;ZAP70;CD4;PTPRC;TEC;IFNG;CD8A;LCK;CD28;PRKCQ;GRB2;LCP2;PTPN6;CD247;PDCD1;NFKBIE;SOS1;SOS2;LAT;NFKBIB
KEGG_2021_Human,Toll-like receptor signaling pathway,44/104,3.898417560885845e-09,5.4209823785257895e-08,0,0,3.4425109711887045,66.65629038159055,CD86;CD40;CXCL9;CXCL8;CCL3L1;CCL4L1;CCL4L2;CD80;CCL3L3;TNF;TBK1;CASP8;CCL5;CCL4;CCL3;SPP1;MAP3K8;CD14;LBP;IKBKE;IFNAR2;MAP2K3;MAP2K1;JUN;TICAM2;CHUK;STAT1;IRAK4;TICAM1;NFKB1;MAPK12;NFKBIA;TLR1;CXCL10;CXCL11;IL6;TRAF3;IL1B;IRF7;TLR9;TLR6;MYD88;IFNAR1;TLR2
KEGG_2021_Human,Human cytomegalovirus infection,76/225,4.022019184067521e-09,5.4209823785257895e-08,0,0,2.4034444922630747,46.4621434013888,RB1;CDKN1A;CXCL8;CCL4L1;CCL4L2;ITGB3;CGAS;TNF;TBK1;GNGT2;CASP8;CASP3;RAC2;ITGAV;CCR5;PRKACB;IL6R;PDIA3;ARHGEF11;PDGFRA;MAP2K1;CHUK;IL1R1;PRKCB;HLA-B;TAP2;TAP1;HLA-A;HLA-F;HLA-G;TAPBP;TNFRSF1A;PLCB3;IL1B;ARHGEF1;SOS1;PLCB2;SOS2;CREB5;PTGER4;CCL3L1;ROCK1;SRC;CCL3L3;GNAI3;CXCR4;ITPR2;PTGS2;ADCY7;GNAI2;GNA13;GNG5;CCL5;CXCR2;CCL4;CCL3;CCL2;E2F3;BAK1;BID;CCR1;IL10RA;STAT3;NFKB1;MAPK12;VEGFA;NFKBIA;IL6;STING1;MDM2;FAS;BAX;GRB2;CALR;CALM1;BCAR1
KEGG_2021_Human,Amoebiasis,43/102,6.649446306727235e-09,8.588868146189346e-08,0,0,3.4205232656822093,64.40411671721345,CSF2;CXCL8;ITGAM;SERPINB13;LAMA1;ITGB2;CXCL1;LAMC2;CD1D;CXCL3;TNF;CXCL2;GNA15;C9;CASP3;CD14;PRKACB;IL10;SERPINB3;SERPINB4;TGFB1;LAMB3;IL1R1;PRKCB;TGFB3;ACTN1;IL1R2;FN1;SERPINB9;NFKB1;IL6;PLCB3;COL3A1;COL4A2;IFNG;COL4A1;COL4A4;IL1B;COL4A3;RAB5A;PLCB2;VCL;TLR2
KEGG_2021_Human,Natural killer cell mediated cytotoxicity,51/131,7.355544566102998e-09,9.120875261967716e-08,0,0,2.9949885288213363,56.08958044882742,CSF2;ITGB2;PRF1;ITGAL;TNF;ICAM1;FCGR3A;FCGR3B;CASP3;TNFSF10;RAC2;IFNAR2;MAP2K1;FCER1G;PRKCB;IFNGR1;IFNGR2;HLA-B;HLA-A;HLA-G;VAV1;ZAP70;TYROBP;IFNG;LCK;CD48;LCP2;SOS1;HCST;SOS2;IFNAR1;SHC1;PAK1;KLRK1;KLRC4-KLRK1;PLCG2;FYN;KLRC1;BID;MICB;KLRC2;GZMB;PTPN11;FAS;GRB2;KLRD1;PTPN6;CD247;ULBP2;LAT;CD244
KEGG_2021_Human,Measles,53/139,8.807720541453093e-09,1.0501512953270997e-07,0,0,2.895892696273064,53.71196700167589,TNFAIP3;CBLB;ADAR;CD3G;CD3E;CD3D;IFIH1;TBK1;CASP8;CASP3;IKBKE;JAK3;IFNAR2;APAF1;CHUK;IRAK4;TYK2;IL1A;OAS1;CCNE1;OAS2;TRAF3;IL1B;OAS3;IRF7;TLR9;IRF9;IFNAR1;TLR2;BAK1;BID;SLAMF1;STAT5A;HSPA8;JUN;STAT1;MX2;STAT2;HSPA6;MX1;STAT3;NFKB1;NFKBIA;IL6;CD209;IL2RA;CDK2;IL2RB;CD28;BAX;FAS;MYD88;NFKBIB
KEGG_2021_Human,Legionellosis,29/57,1.1569535902840745e-08,1.3283541221780113e-07,0,0,4.85064935064935,88.64508529395158,CXCL8;ITGAM;SAR1A;ITGB2;CXCL1;NLRC4;CXCL3;CXCL2;TNF;HSPD1;CASP7;CASP8;CASP3;CASP1;CD14;HSPA8;CR1;APAF1;BNIP3;HSPA6;NFKB1;NFKB2;CLK1;NFKBIA;IL6;IL1B;NAIP;MYD88;TLR2
KEGG_2021_Human,Phagosome,56/152,1.4256589918969422e-08,1.578408169600186e-07,0,0,2.741767183610952,49.5328936689322,ITGB1;ITGAM;TFRC;NCF2;ITGB3;NCF4;ITGB2;TCIRG1;MPO;CTSS;FCAR;EEA1;SEC61A2;SEC61A1;TUBA1C;TUBB6;FCGR3A;FCGR3B;TUBB3;SEC61G;MRC1;OLR1;ITGAV;HLA-DOA;DYNC2H1;ATP6V0B;STX7;HLA-B;TAP2;TAP1;CYBA;HLA-A;HLA-F;HLA-G;ITGA5;TLR6;HLA-DQB1;TLR2;ATP6V1A;STX12;C1R;THBS1;HLA-DMB;CLEC7A;CD14;FCGR1A;ATP6V1D;HLA-DQA1;M6PR;MARCO;FCGR2A;CD209;HLA-DRA;CALR;RAB5A;FCGR2C
KEGG_2021_Human,PD-L1 expression and PD-1 checkpoint pathway in cancer,38/89,3.268669315531278e-08,3.494094785567918e-07,0,0,3.493658263305322,60.217734164432926,CD3G;CD3E;CD3D;HIF1A;RASGRP1;MAP2K3;BATF2;BATF3;MAP2K1;JUN;TICAM2;CHUK;IFNGR1;STAT1;IFNGR2;STAT3;PTPN11;TICAM1;MAPK12;NFKB1;BATF;EML4;NFKBIA;ZAP70;CD4;IFNG;LCK;TLR9;CD28;PRKCQ;PTPN6;CD247;PDCD1;NFKBIE;LAT;MYD88;TLR2;NFKBIB
KEGG_2021_Human,Human T-cell leukemia virus 1 infection,72/219,3.613813054520322e-08,3.734273489671e-07,0,0,2.305545414934583,39.50763551849625,RB1;NRP1;CD40;CDKN1A;SPI1;CSF2;ITGB2;BUB1B;CD3G;CD3E;ITGAL;CD3D;ETS1;TNF;ETS2;ICAM1;CDC20;ZFP36;PTTG1;CDC27;CHEK1;EP300;HLA-DOA;PRKACB;JAK3;MAP2K1;MMP7;TBP;MSX2;CHUK;IL1R1;IL15;IL1R2;HLA-B;HLA-A;HLA-F;HLA-G;TNFRSF1A;CCNA2;CCNE1;LCK;LTA;HLA-DQB1;CREB5;VAC14;ADCY7;RELB;CCNB2;HLA-DMB;E2F3;BUB3;HLA-DQA1;STAT5A;EGR1;JUN;TGFB1;TGFB3;NFKB1;NFKB2;FOSL1;NFKBIA;IL6;CD4;IL2RA;CDK2;IL2RB;HLA-DRA;BAX;CALR;LTBR;ATR;MAD2L1
KEGG_2021_Human,B cell receptor signaling pathway,35/81,7.851865441642317e-08,7.851865441642318e-07,0,0,3.5656393898397645,58.33360941285002,LILRA6;IFITM1;DAPP1;BCL10;LILRA1;LILRA2;LILRA4;MALT1;LILRA5;RASGRP3;CD79A;CD19;INPP5D;BLNK;RAC2;PLCG2;MAP2K1;JUN;CHUK;PRKCB;LILRB1;LILRB2;LILRB3;LILRB4;VAV1;NFKB1;NFKBIA;GRB2;PTPN6;SOS1;NFKBIE;PIK3AP1;SOS2;CD22;NFKBIB
KEGG_2021_Human,Inflammatory bowel disease,30/65,1.107628234582764e-07,1.0730148522520525e-06,0,0,4.013764456751914,64.28394840308817,IL21;NOD2;TNF;IL18RAP;HLA-DMB;TBX21;IL21R;STAT4;HLA-DOA;IL12RB1;HLA-DQA1;IL10;JUN;IL4R;TGFB1;IFNGR1;STAT1;TGFB3;IFNGR2;STAT3;NFKB1;IL1A;IL6;IFNG;IL23A;IL1B;HLA-DRA;IL18R1;HLA-DQB1;TLR2
KEGG_2021_Human,Pathogenic Escherichia coli infection,65/197,1.40621442774035e-07,1.3209893109076016e-06,0,0,2.315372265703392,36.53007825207261,CYFIP2;ITGB1;CXCL8;WIPF1;TNF;CLDN22;TUBA1C;TUBB6;CASP7;CASP8;TUBB3;CASP3;CASP4;TNFSF10;CASP1;ACTR3;ARHGEF11;ACTR2;CHUK;IL1R1;IRAK4;TNFRSF1A;CLDN14;IL1B;CLDN7;HCLS1;MYH9;ARHGEF1;TMBIM6;ARHGEF2;NAIP;ROCK1;SRC;GNA13;PAK1;CYTH4;NLRP3;NCKAP1L;FYN;BAK1;PAK2;CYTH1;JUN;SEC24A;MYO10;MYO5A;PTPN11;ARPC5;NFKB1;MAPK12;NFKBIA;MYO1E;IL6;MYO1B;FCGR2A;ARPC2;ARPC3;FAS;BAX;PTPN6;MYO1H;SEC24D;MYD88;MYO1F;NFKBIB
KEGG_2021_Human,JAK-STAT signaling pathway,56/162,1.7796644528624819e-07,1.622635236433439e-06,0,0,2.4815926652433538,38.568096297778936,IL21;CSF3;CDKN1A;CSF2;CSF3R;IL20;IL24;IL27RA;PIM1;EP300;IL6R;JAK3;IFNAR2;PIAS4;IL10;PDGFRA;IL11;IL4R;CISH;IFNGR1;IL15;IFNGR2;IL19;TYK2;OSMR;PIAS1;IFNG;IL23A;SOS1;SOS2;IRF9;IFNAR1;PDGFB;CSF2RB;IL22RA2;SOCS3;SOCS1;IL21R;STAT4;IL12RB1;SOCS4;MCL1;STAT5A;STAT1;IL10RA;STAT2;STAT3;OSM;PTPN11;IL6;IL2RA;IL2RB;GRB2;PTPN6;IL7R;PTPN2
KEGG_2021_Human,Yersinia infection,49/137,3.1792049243768333e-07,2.8158672187337667e-06,0,0,2.6131673571484404,39.09681067059794,ITGB1;CXCL8;WIPF1;TNF;TBK1;RPS6KA1;CASP1;RAC2;MAP2K3;ACTR3;IL10;ACTR2;MAP2K1;CHUK;ITGA4;RHOG;IRAK4;TICAM1;VAV1;ZAP70;CD8A;LCK;IL1B;ARHGEF1;LCP2;ITGA5;ROCK1;SRC;NLRC4;MEFV;NLRP3;CCL2;GIT2;JUN;FYB1;FN1;ARPC5;NFKB1;MAPK12;NFKBIA;IL6;CD4;FCGR2A;ARPC2;ARPC3;PKN2;LAT;MYD88;BCAR1
KEGG_2021_Human,Graft-versus-host disease,22/42,3.48751544544208e-07,3.0031383002417908e-06,0,0,5.143970420932878,76.48521304153229,CD86;CD80;PRF1;HLA-B;GZMB;HLA-A;HLA-F;TNF;HLA-G;IL1A;IL6;HLA-DMB;IFNG;IL1B;CD28;FAS;HLA-DRA;KLRD1;KLRC1;HLA-DOA;HLA-DQA1;HLA-DQB1
